room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Private room,120,1,2,0.3,122
Private room,240,1,0,,170
Private room,110,2,1,1,79
Entire home/apt,144,1,56,4.1,353
Entire home/apt,399,3,2,0.2,93
Entire home/apt,295,4,13,1.3,6
Private room,115,2,7,4,198
Entire home/apt,449,2,11,0.9,350
Entire home/apt,520,1,5,0.6,361
Entire home/apt,200,1,0,,183
Private room,105,3,7,0.5,28
Entire home/apt,200,1,1,0.3,88
Entire home/apt,200,2,0,,356
Entire home/apt,750,3,0,,365
Entire home/apt,230,2,47,1.8,89
Private room,95,1,8,3,365
Private room,99,1,0,,133
Entire home/apt,200,6,79,3.5,196
Entire home/apt,205,5,44,3.5,211
Entire home/apt,220,3,20,0.6,365
Entire home/apt,150,1,1,0.2,4
Entire home/apt,450,2,6,0.3,184
Private room,100,3,2,2,327
Entire home/apt,200,1,4,0.2,211
Entire home/apt,200,1,0,,122
Entire home/apt,160,3,3,0.1,185
Private room,250,1,2,0.1,47
Entire home/apt,350,5,1,1,336
Entire home/apt,100,7,0,,110
Entire home/apt,250,5,3,0.3,172
Private room,90,3,0,,251
Entire home/apt,200,29,25,3.3,278
Entire home/apt,209,2,27,1.3,349
Private room,120,1,0,,159
Private room,210,1,0,,224
Entire home/apt,199,1,4,1.4,355
Entire home/apt,399,2,47,3.8,273
Entire home/apt,155,2,73,2.8,266
Private room,99,3,2,1,45
Entire home/apt,750,4,0,,179
Entire home/apt,190,2,11,2.2,89
Entire home/apt,130,3,0,,342
Entire home/apt,279,2,6,0.5,214
Private room,110,3,25,1.2,306
Private room,120,2,20,0.9,357
Entire home/apt,1000,1,0,,365
Entire home/apt,10000,1,4,0.3,358
Entire home/apt,200,1,0,,70
Entire home/apt,199,28,8,0.3,314
Private room,58,1,49,1.5,291
Entire home/apt,195,1,4,0.2,232
Entire home/apt,195,2,98,1.6,209
Private room,150,1,0,,107
Entire home/apt,175,2,41,1.7,76
Private room,135,1,1,0.1,365
Private room,140,2,9,0.2,361
Entire home/apt,300,2,1,0.1,365
Entire home/apt,190,3,85,4.1,0
Private room,150,5,0,,365
Private room,200,1,0,,365
Private room,82,2,2,0.1,74
Shared room,40,4,5,0.3,286
Private room,89,1,30,1.4,252
Entire home/apt,279,2,0,,6
Entire home/apt,250,4,33,1.7,273
Entire home/apt,165,3,140,2.3,326
Private room,100,1,116,5.3,344
Entire home/apt,250,7,3,0.1,248
Entire home/apt,199,2,0,,0
Private room,110,1,22,1,241
Private room,179,1,1,1,355
Entire home/apt,375,1,0,,340
Entire home/apt,195,2,32,0.5,86
Private room,42,30,23,0.5,121
Entire home/apt,375,2,7,0.9,253
Entire home/apt,175,7,0,,70
Entire home/apt,315,1,7,0.6,122
Entire home/apt,195,1,20,1.7,355
Private room,175,1,0,,275
Private room,95,4,63,1.3,213
Private room,165,1,0,,365
Entire home/apt,200,3,11,0.5,351
Entire home/apt,189,2,0,,13
Private room,127,1,0,,365
Entire home/apt,249,1,18,1,298
Entire home/apt,160,2,6,2.3,76
Private room,260,3,3,0.2,318
Private room,120,2,12,0.4,179
Entire home/apt,279,6,8,0.4,365
Entire home/apt,135,5,0,,4
Entire home/apt,160,2,2,0.5,118
Entire home/apt,152,3,41,3.2,124
Entire home/apt,140,6,6,0.3,142
Private room,65,1,12,1.3,183
Entire home/apt,190,6,0,,364
Entire home/apt,150,3,0,,16
Private room,110,1,1,0.6,36
Entire home/apt,150,1,0,,149
Private room,300,1,0,,365
Private room,125,1,33,3.2,363
Entire home/apt,155,2,0,,354
Entire home/apt,195,1,57,1,279
Private room,80,1,12,6.2,68
Entire home/apt,449,1,25,0.7,132
Entire home/apt,349,3,12,0.4,97
Entire home/apt,275,3,16,1.1,336
Private room,120,2,40,0.9,365
Private room,75,2,55,1.5,59
Entire home/apt,360,3,49,1.4,291
Private room,100,1,0,,340
Private room,55,1,1,0.2,182
Private room,95,7,2,0.1,365
Entire home/apt,1000,2,5,0.3,365
Entire home/apt,350,4,3,0.3,87
Private room,250,1,0,,365
Private room,100,1,5,0.2,365
Entire home/apt,175,28,4,0.2,308
Private room,141,1,1,0,236
Private room,125,1,0,,15
Shared room,70,4,8,0.9,279
Shared room,40,4,6,0.3,258
Private room,135,7,11,0.6,266
Entire home/apt,250,1,1,0.2,361
Entire home/apt,175,3,45,0.8,245
Entire home/apt,165,2,2,0,174
Entire home/apt,145,3,0,,324
Private room,100,3,37,0.9,272
Entire home/apt,450,30,2,0.1,365
Entire home/apt,289,2,14,5.1,12
Entire home/apt,425,3,3,3,327
Entire home/apt,140,2,14,0.5,0
Private room,130,1,0,,79
Entire home/apt,199,2,0,,11
Entire home/apt,108,1,21,1.5,336
Private room,120,2,9,1.7,273
Private room,150,1,2,0.3,251
Private room,125,3,38,2.1,339
Entire home/apt,1400,1,0,,365
Private room,150,2,11,0.3,30
Entire home/apt,595,1,41,2.3,242
Entire home/apt,170,7,12,0.3,223
Private room,95,2,86,2,298
Entire home/apt,190,3,8,1.7,231
Entire home/apt,300,4,12,1.7,82
Private room,80,2,114,3.8,10
Private room,169,1,24,0.5,358
Private room,85,2,8,1.3,3
Entire home/apt,199,1,1,1,56
Private room,175,1,11,1.5,242
Entire home/apt,200,4,6,1.1,266
Entire home/apt,625,3,10,1.3,306
Private room,71,3,96,3.5,160
Entire home/apt,298,2,2,0.1,365
Entire home/apt,249,2,65,2,138
Private room,89,2,30,2,0
Entire home/apt,220,1,8,0.9,354
Entire home/apt,155,2,0,,113
Entire home/apt,120,1,78,3.4,178
Shared room,100,1,0,,365
Private room,120,3,0,,168
Private room,95,1,14,1,124
Entire home/apt,135,4,16,0.6,125
Private room,70,7,2,0.7,27
Private room,95,1,18,2,347
Private room,109,3,1,0.1,139
Entire home/apt,225,5,63,2.8,210
Entire home/apt,1100,5,0,,216
Entire home/apt,185,4,1,0.1,364
Entire home/apt,199,2,3,2.7,69
Entire home/apt,500,1,1,0.1,364
Private room,100,1,1,0.2,155
Entire home/apt,235,5,7,0.2,0
Entire home/apt,150,4,7,0.3,124
Private room,125,2,8,0.7,5
Private room,95,1,3,0.3,123
Private room,110,1,0,,365
Private room,100,1,0,,365
Entire home/apt,125,1,8,0.6,0
Private room,80,1,0,,273
Private room,105,1,45,5.9,2
Private room,80,4,0,,122
Entire home/apt,400,1,36,5.2,308
Shared room,100,1,0,,365
Entire home/apt,288,1,4,0.8,358
Entire home/apt,250,1,0,,171
Private room,295,1,0,,364
Entire home/apt,198,3,7,0.4,333
Entire home/apt,175,2,0,,15
Entire home/apt,350,4,14,0.7,222
Entire home/apt,350,1,12,0.7,124
Entire home/apt,165,1,1,0.1,211
Entire home/apt,250,3,42,3.3,141
Private room,175,2,0,,365
Entire home/apt,175,1,0,,360
Entire home/apt,200,24,0,,289
Private room,160,1,1,0.8,365
Entire home/apt,175,7,0,,93
Entire home/apt,140,3,100,3.1,19
Private room,190,1,0,,346
Entire home/apt,700,1,2,0.4,346
Entire home/apt,225,2,37,3.4,295
Entire home/apt,129,2,4,0.5,365
Private room,95,1,0,,184
Entire home/apt,205,3,4,2.9,131
Entire home/apt,1599,2,0,,102
Entire home/apt,400,10,1,0.2,365
Private room,119,1,32,5,19
Shared room,148,1,0,,365
Shared room,139,1,0,,301
Entire home/apt,600,1,0,,252
Entire home/apt,275,3,73,2.3,254
Shared room,199,1,0,,365
Entire home/apt,200,2,14,1.5,351
Entire home/apt,500,30,2,0.2,338
Entire home/apt,195,2,31,1.4,81
Private room,300,2,1,0.1,364
Entire home/apt,230,2,0,,44
Private room,74,2,1,0.6,5
Private room,177,1,2,0.4,273
Entire home/apt,425,4,1,1,353
Entire home/apt,189,5,9,0.7,45
Entire home/apt,375,4,5,0.3,0
Entire home/apt,195,2,25,2.3,280
Private room,295,2,21,0.9,359
Entire home/apt,175,3,24,1.1,122
Entire home/apt,400,3,5,4.1,43
Entire home/apt,345,2,0,,321
Entire home/apt,200,21,4,0.4,358
Entire home/apt,160,3,11,0.9,0
Entire home/apt,389,3,34,1,301
Entire home/apt,229,2,8,1.1,357
Entire home/apt,185,2,4,0.5,276
Private room,139,1,48,4.8,58
Entire home/apt,235,4,0,,123
Private room,135,2,74,4.8,235
Entire home/apt,244,1,0,,44
Entire home/apt,475,2,9,0.6,365
Entire home/apt,170,2,12,1.2,124
Entire home/apt,250,5,29,1.3,325
Entire home/apt,165,2,41,1,232
Entire home/apt,350,3,34,1.7,353
Entire home/apt,179,1,7,2.3,242
Entire home/apt,192,1,0,,276
Private room,100,7,0,,358
Entire home/apt,175,2,16,0.4,123
Private room,179,1,2,2,342
Entire home/apt,190,1,5,5,153
Entire home/apt,400,1,0,,273
Entire home/apt,159,3,39,2.4,225
Entire home/apt,167,1,0,,155
Private room,500,2,1,1,361
Entire home/apt,160,5,5,0.5,140
Entire home/apt,600,7,0,,155
Entire home/apt,329,2,13,2.9,334
Entire home/apt,248,1,4,0.5,242
Entire home/apt,225,4,19,0.6,0
Entire home/apt,195,2,103,3,188
Private room,150,1,0,,365
Entire home/apt,350,3,42,1.6,295
Private room,95,2,0,,128
Entire home/apt,169,1,0,,106
Entire home/apt,375,6,6,0.2,0
Entire home/apt,169,14,7,0.3,277
Private room,74,14,0,,364
Entire home/apt,225,2,1,0.3,261
Entire home/apt,249,1,0,,252
Entire home/apt,175,3,3,0.3,137
Private room,150,1,1,0.2,230
Entire home/apt,499,2,20,1,326
Private room,110,1,3,0.7,92
Entire home/apt,200,3,0,,130
Entire home/apt,129,1,0,,0
Entire home/apt,485,2,8,0.4,350
Private room,145,2,60,1.6,354
Entire home/apt,298,2,1,0.1,336
Entire home/apt,215,1,1,1,340
Entire home/apt,199,1,13,0.6,361
Private room,125,1,3,0.3,365
Entire home/apt,175,2,5,0.2,354
Private room,89,2,3,0.7,48
Entire home/apt,250,1,57,3.9,268
Entire home/apt,850,4,0,,349
Entire home/apt,199,2,8,0.4,220
Entire home/apt,175,20,1,0.2,346
Entire home/apt,399,1,9,0.8,361
Private room,175,1,6,0.9,337
Entire home/apt,149,7,1,0.1,8
Entire home/apt,450,3,4,0.6,269
Entire home/apt,188,2,15,1,123
Entire home/apt,250,3,3,1.4,334
Entire home/apt,330,1,11,2.2,278
Private room,99,1,13,1.4,216
Entire home/apt,200,1,11,1,125
Entire home/apt,200,3,14,0.6,164
Entire home/apt,349,2,5,1,327
Entire home/apt,375,3,11,2.5,170
Entire home/apt,299,4,0,,152
Entire home/apt,200,3,1,0.1,356
Entire home/apt,229,1,10,2.4,53
Entire home/apt,199,2,2,0.1,249
Entire home/apt,225,2,9,3.2,237
Private room,220,1,0,,365
Private room,190,1,2,0.7,357
Entire home/apt,350,2,2,0.2,2
Entire home/apt,109,1,20,3.7,309
Entire home/apt,199,1,6,0.4,361
Entire home/apt,195,3,11,0.5,245
Entire home/apt,500,6,0,,339
Entire home/apt,200,1,2,0.1,247
Entire home/apt,228,1,7,1.1,350
Entire home/apt,228,2,1,0.1,253
Entire home/apt,250,5,35,1.3,275
Entire home/apt,225,2,0,,64
Entire home/apt,150,1,0,,124
Private room,199,1,0,,0
Entire home/apt,218,4,16,0.5,17
Entire home/apt,150,3,26,1.1,154
Entire home/apt,195,1,53,1.6,348
Entire home/apt,195,2,17,0.8,307
Entire home/apt,240,2,9,0.3,251
Entire home/apt,224,2,2,0.8,116
Entire home/apt,349,5,22,1.9,303
Private room,125,2,16,1.8,349
Entire home/apt,245,1,0,,147
Entire home/apt,389,1,3,0.7,191
Entire home/apt,265,60,15,1,274
Private room,100,30,192,5.6,295
Entire home/apt,250,2,0,,270
Entire home/apt,400,1,1,0.3,365
Entire home/apt,120,3,0,,143
Private room,158,1,23,3.5,344
Private room,155,2,9,0.9,271
Entire home/apt,399,2,0,,228
Entire home/apt,300,1,6,0.7,365
Entire home/apt,160,6,6,0.2,85
Entire home/apt,1200,3,2,0.3,361
Entire home/apt,325,3,2,0.2,175
Entire home/apt,125,4,3,0.1,0
Entire home/apt,140,1,11,0.7,4
Private room,145,2,1,1,354
Entire home/apt,275,2,10,0.5,365
Entire home/apt,600,3,1,0.1,248
Private room,130,3,29,1.6,26
Entire home/apt,295,2,55,3.9,148
Entire home/apt,325,1,17,0.8,122
Entire home/apt,99,1,17,3.1,266
Private room,90,8,1,0.1,307
Entire home/apt,150,2,3,0.4,363
Private room,95,2,12,1.4,276
Private room,110,1,0,,365
Private room,50,1,0,,360
Entire home/apt,148,2,1,0.1,166
Private room,99,1,0,,365
Entire home/apt,125,30,6,0.1,215
Private room,95,30,8,0.4,259
Private room,118,2,18,1.1,313
Private room,70,1,192,4.8,316
Private room,120,1,2,0.2,363
Private room,89,1,52,1.7,356
Entire home/apt,495,2,7,0.3,365
Private room,155,1,10,1.3,324
Private room,75,1,3,0.3,251
Entire home/apt,250,1,5,0.7,58
Private room,45,7,3,0.3,1
Entire home/apt,199,5,19,1.5,16
Private room,100,1,1,0.2,365
Private room,50,15,2,0.2,217
Entire home/apt,135,2,1,1,361
Entire home/apt,125,5,10,0.4,167
Private room,76,1,64,4.1,102
Private room,65,5,0,,363
Private room,130,1,59,6.4,169
Private room,109,1,27,2.5,354
Private room,89,1,96,3,353
Entire home/apt,110,1,6,0.2,93
Private room,79,1,33,4.6,333
Private room,120,1,9,1.1,299
Entire home/apt,199,2,1,1,5
Entire home/apt,238,1,8,2.2,123
Private room,101,1,22,1.9,346
Private room,89,1,166,3.7,274
Private room,99,2,6,0.8,344
Private room,98,1,0,,298
Private room,85,1,0,,56
Private room,145,1,3,0.4,341
Private room,99,2,43,3.1,342
Entire home/apt,400,1,1,0.2,108
Private room,125,2,56,6.1,255
Private room,94,2,98,6.2,92
Private room,75,7,2,0.2,274
Private room,70,7,0,,303
Private room,70,5,1,0.3,365
Shared room,69,1,23,2.4,350
Private room,65,1,12,3.2,82
Private room,50,1,0,,333
Entire home/apt,165,1,19,2.2,232
Entire home/apt,198,1,8,1.2,300
Private room,95,1,10,0.7,335
Private room,80,1,3,0.4,217
Entire home/apt,198,2,8,2.7,277
Entire home/apt,189,1,0,,246
Entire home/apt,250,2,1,0.1,250
Entire home/apt,105,1,153,4,296
Private room,135,1,116,2,348
Private room,85,2,10,1.3,51
Private room,64,2,19,2.3,0
Entire home/apt,125,3,1,1,270
Entire home/apt,120,1,17,1.2,308
Private room,65,1,9,0.6,253
Private room,89,2,7,0.5,338
Entire home/apt,587,3,0,,242
Private room,140,1,6,1.6,355
Private room,57,30,107,2.3,300
Entire home/apt,300,1,3,0.5,17
Entire home/apt,195,3,14,0.5,265
Entire home/apt,145,3,0,,307
Entire home/apt,150,2,1,1,212
Entire home/apt,540,7,0,,341
Entire home/apt,200,4,11,1,218
Entire home/apt,1100,2,3,0.4,365
Entire home/apt,325,7,10,0.5,301
Private room,165,3,0,,137
Entire home/apt,225,1,54,3.2,318
Entire home/apt,125,4,2,0.1,3
Entire home/apt,139,2,10,0.9,164
Entire home/apt,217,2,0,,1
Private room,400,1,3,0.1,365
Private room,165,1,1,0,339
Entire home/apt,950,3,2,0.3,361
Entire home/apt,169,30,100,4.8,184
Entire home/apt,500,1,0,,103
Entire home/apt,169,2,16,2.1,1
Entire home/apt,800,1,1,0.2,118
Private room,160,1,8,0.3,363
Entire home/apt,1990,2,1,0.3,31
Entire home/apt,175,4,0,,124
Entire home/apt,195,2,23,0.5,352
Entire home/apt,500,2,0,,306
Entire home/apt,185,30,14,0.7,288
Private room,195,4,0,,365
Private room,165,2,48,2.1,327
Entire home/apt,300,7,3,0.5,278
Private room,135,1,0,,350
Entire home/apt,1000,3,15,0.7,275
Entire home/apt,270,28,10,0.5,335
Private room,150,1,1,0.2,140
Private room,89,3,9,1.5,0
Entire home/apt,215,1,0,,120
Entire home/apt,175,3,33,0.9,130
Entire home/apt,540,2,1,0.3,365
Entire home/apt,1100,2,7,1.5,360
Private room,55,30,148,3,280
Private room,125,3,1,0.1,313
Private room,106,2,20,1.7,300
Entire home/apt,205,3,5,2.5,284
Entire home/apt,200,2,0,,14
Private room,99,1,27,2.1,323
Private room,145,1,0,,85
Entire home/apt,185,60,7,0.8,341
Private room,199,1,22,1.1,149
Entire home/apt,250,2,0,,163
Private room,63,30,82,2.4,256
Private room,200,1,1,0.2,341
Private room,140,1,0,,365
Entire home/apt,480,5,5,0.6,365
Entire home/apt,300,1,39,2.2,354
Entire home/apt,350,3,15,0.9,294
Entire home/apt,185,3,0,,124
Entire home/apt,340,2,2,2,257
Entire home/apt,490,2,24,1.5,345
Entire home/apt,165,1,0,,365
Private room,130,2,12,1.8,231
Entire home/apt,170,2,5,1.2,137
Private room,119,1,29,4.5,297
Entire home/apt,160,1,1,0.2,184
Private room,130,1,1,0.2,162
Entire home/apt,250,3,33,1.9,178
Private room,190,3,8,0.9,309
Entire home/apt,225,1,21,0.9,356
Entire home/apt,300,1,13,0.8,245
Entire home/apt,120,5,15,0.4,176
Private room,175,1,0,,185
Entire home/apt,217,3,2,0.3,242
Entire home/apt,210,2,1,0.1,251
Entire home/apt,375,2,26,2,243
Entire home/apt,210,2,0,,341
Entire home/apt,200,3,13,0.4,240
Private room,105,1,0,,4
Entire home/apt,250,3,8,0.3,363
Entire home/apt,229,3,2,2,164
Entire home/apt,199,7,6,0.3,358
Private room,155,1,0,,340
Entire home/apt,150,2,9,0.8,139
Entire home/apt,199,1,7,0.8,350
Private room,75,1,0,,275
Entire home/apt,217,3,7,1.4,239
Entire home/apt,1500,5,0,,311
Private room,160,1,0,,270
Private room,110,5,3,0.1,133
Entire home/apt,395,4,36,1.6,143
Entire home/apt,180,1,0,,193
Private room,66,30,120,2.5,241
Entire home/apt,350,2,29,1.5,329
Entire home/apt,950,2,2,0.5,365
Entire home/apt,110,1,11,0.3,123
Entire home/apt,160,5,133,2.2,133
Private room,175,2,14,1,361
Entire home/apt,158,30,22,0.4,256
Shared room,250,1,1,0.2,154
Entire home/apt,235,3,1,0.5,63
Entire home/apt,225,1,6,0.7,365
Private room,115,1,5,0.7,361
Private room,120,1,0,,149
Private room,60,3,1,0.1,156
Entire home/apt,350,3,10,1,304
Entire home/apt,295,2,7,0.4,21
Entire home/apt,230,2,0,,113
Entire home/apt,200,1,1,0.9,209
Entire home/apt,395,4,5,0.3,355
Entire home/apt,199,2,17,0.7,350
Entire home/apt,165,60,1,0.2,354
Entire home/apt,210,1,43,2.2,296
Private room,275,1,0,,365
Entire home/apt,550,4,21,1,352
Private room,129,1,6,3.8,40
Private room,100,1,0,,66
Entire home/apt,449,3,15,0.5,344
Entire home/apt,200,2,2,1.4,18
Private room,165,2,41,1.8,354
Entire home/apt,340,3,0,,139
Entire home/apt,250,5,12,1.3,359
Private room,170,2,10,0.8,316
Entire home/apt,185,14,0,,93
Private room,89,1,13,9.8,18
Entire home/apt,350,3,19,1.5,311
Entire home/apt,160,7,1,0.2,149
Entire home/apt,145,1,151,4.8,195
Private room,99,1,0,,364
Entire home/apt,360,3,3,0.7,277
Private room,99,1,1,0.7,364
Private room,65,2,0,,0
Entire home/apt,1600,1,0,,365
Entire home/apt,120,1,81,3.5,316
Private room,100,2,23,1.7,173
Entire home/apt,125,2,114,4.5,228
Private room,100,2,13,2.8,60
Entire home/apt,90,2,30,0.6,251
Entire home/apt,170,2,27,1.4,250
Private room,90,2,28,1.8,337
Entire home/apt,147,6,1,0.1,256
Entire home/apt,179,1,9,1.3,347
Entire home/apt,110,2,3,0.1,156
Entire home/apt,700,3,35,1.6,112
Entire home/apt,149,2,12,1.6,186
Private room,99,1,8,3.4,43
Private room,99,1,49,2.8,309
Entire home/apt,160,3,18,0.6,87
Entire home/apt,220,6,0,,258
Private room,70,1,2,0.2,241
Entire home/apt,104,30,101,2.6,276
Private room,69,2,0,,63
Private room,100,1,3,0.3,365
Private room,140,1,2,0.5,365
Entire home/apt,275,1,1,0.1,365
Private room,115,1,21,0.7,359
Private room,70,1,24,2.3,340
Shared room,145,1,0,,349
Entire home/apt,199,1,0,,150
Entire home/apt,110,30,4,0.1,281
Entire home/apt,135,2,131,6.4,175
Entire home/apt,275,3,82,1.9,313
Entire home/apt,265,1,9,0.7,124
Entire home/apt,175,4,4,0.4,122
Entire home/apt,155,15,7,0.9,270
Entire home/apt,140,2,25,0.6,225
Entire home/apt,135,4,18,0.5,216
Entire home/apt,215,3,30,1,352
Entire home/apt,179,2,30,4.1,275
Entire home/apt,108,4,63,1.4,279
Shared room,68,1,0,,365
Entire home/apt,700,7,0,,266
Entire home/apt,248,2,12,1.3,187
Entire home/apt,250,2,5,0.4,359
Private room,145,1,0,,0
Entire home/apt,130,2,51,4.3,246
Entire home/apt,150,1,3,0.3,247
Private room,80,3,26,1.2,45
Entire home/apt,225,3,4,0.2,180
Private room,100,1,2,2,359
Entire home/apt,389,4,1,0.2,279
Private room,80,1,0,,49
Entire home/apt,152,2,50,4.3,220
Shared room,95,1,0,,365
Entire home/apt,145,1,0,,162
Entire home/apt,275,1,0,,338
Entire home/apt,180,2,18,1.7,59
Entire home/apt,140,3,90,2.5,214
Private room,92,2,1,0.1,135
Private room,80,2,13,2.6,287
Entire home/apt,108,2,16,2.2,126
Private room,130,30,14,0.6,282
Entire home/apt,600,1,0,,242
Entire home/apt,175,15,23,1.9,286
Entire home/apt,200,2,64,1.4,340
Entire home/apt,200,1,0,,22
Private room,111,2,38,3.1,334
Entire home/apt,140,2,1,1,313
Entire home/apt,300,4,9,0.7,8
Private room,65,3,35,2.4,229
Entire home/apt,148,5,20,2.2,326
Entire home/apt,200,2,1,0,163
Entire home/apt,148,2,24,3,64
Private room,145,30,10,0.5,364
Entire home/apt,145,2,6,4.1,0
Entire home/apt,395,2,29,2.1,298
Entire home/apt,150,2,15,0.7,0
Entire home/apt,350,30,11,0.2,365
Private room,85,3,17,1.6,345
Entire home/apt,179,2,35,2.5,223
Private room,90,1,0,,147
Private room,120,2,45,2,268
Entire home/apt,160,2,28,2.3,324
Entire home/apt,160,5,7,0.5,129
Shared room,60,1,9,3.3,83
Entire home/apt,175,4,3,0.1,238
Private room,80,2,6,0.3,190
Entire home/apt,275,4,16,1.6,248
Entire home/apt,325,7,5,0.5,301
Private room,82,1,0,,183
Entire home/apt,195,2,0,,339
Private room,150,1,0,,365
Entire home/apt,120,3,41,1.2,242
Private room,120,2,28,1.2,302
Private room,70,3,0,,31
Entire home/apt,145,2,218,5,156
Private room,91,1,14,1.2,346
Entire home/apt,149,4,20,2.2,297
Private room,115,1,1,1,274
Entire home/apt,99,30,7,0.1,289
Private room,118,3,18,0.4,132
Entire home/apt,145,1,76,5.7,94
Entire home/apt,199,1,31,3.4,302
Private room,125,2,59,1.6,300
Entire home/apt,336,2,1,0.1,171
Entire home/apt,140,2,7,4.7,250
Entire home/apt,85,3,5,3.4,268
Private room,55,2,80,3.8,346
Private room,85,3,0,,360
Entire home/apt,185,2,2,2,201
Private room,49,2,35,1.7,332
Private room,49,2,89,4.2,352
Private room,55,2,31,1.5,339
Private room,59,2,24,1.1,344
Entire home/apt,159,2,50,2.4,329
Private room,69,3,73,2.6,304
Entire home/apt,109,1,33,1.7,136
Private room,68,5,27,1,256
Private room,85,3,0,,365
Private room,100,2,47,4,289
Private room,49,2,98,4.6,349
Private room,49,2,75,3.5,358
Entire home/apt,130,2,23,2.4,336
Private room,60,3,52,1.9,274
Private room,75,1,0,,302
Entire home/apt,195,5,0,,222
Private room,50,1,2,2,349
Private room,115,1,42,4.1,310
Private room,150,1,0,,365
Entire home/apt,150,5,0,,21
Private room,55,5,1,1,304
Private room,84,3,45,1.3,279
Private room,99,5,36,1.5,269
Entire home/apt,145,3,0,,121
Shared room,22,30,16,0.3,365
Entire home/apt,145,2,0,,0
Entire home/apt,135,4,4,0.6,187
Private room,90,1,0,,339
Private room,43,30,31,0.6,253
Private room,80,1,0,,357
Private room,75,1,0,,272
Entire home/apt,120,1,1,1,281
Entire home/apt,299,7,5,0.7,123
Private room,40,30,11,0.3,254
Private room,64,1,5,0.3,155
Entire home/apt,99,2,63,7,125
Private room,60,1,0,,12
Private room,58,3,1,0.1,123
Entire home/apt,495,3,8,2.1,269
Entire home/apt,1100,1,6,0.5,328
Private room,129,2,122,2.1,339
Entire home/apt,140,3,0,,48
Private room,129,2,111,2.9,340
Private room,135,3,6,0.4,273
Entire home/apt,850,1,0,,22
Private room,140,2,9,1,365
Private room,59,1,2,0.7,58
Private room,200,1,0,,274
Private room,99,30,14,0.3,337
Entire home/apt,155,2,3,0.4,79
Private room,130,4,8,1.2,360
Entire home/apt,499,1,0,,142
Entire home/apt,160,2,18,0.9,85
Entire home/apt,165,3,1,0.4,271
Entire home/apt,160,2,75,5.6,297
Entire home/apt,285,2,0,,236
Entire home/apt,159,8,1,0.1,27
Entire home/apt,200,2,9,0.5,268
Entire home/apt,189,2,50,2.2,313
Entire home/apt,350,3,0,,63
Entire home/apt,395,2,0,,365
Private room,250,2,17,2.4,343
Entire home/apt,400,5,5,0.4,264
Private room,109,1,61,5.8,34
Private room,109,1,40,3.8,38
Entire home/apt,350,21,0,,317
Entire home/apt,275,2,16,1.4,78
Private room,110,3,14,1.9,0
Entire home/apt,300,1,1,0.2,0
Shared room,40,4,3,0.2,276
Entire home/apt,170,15,0,,276
Private room,850,1,2,0.1,365
Shared room,49,1,0,,161
Entire home/apt,150,4,1,0.2,123
Entire home/apt,280,1,48,4.6,209
Entire home/apt,117,1,5,4.3,247
Entire home/apt,285,2,26,1.1,343
Entire home/apt,189,4,55,1.3,308
Private room,160,1,12,0.7,188
Entire home/apt,250,2,3,0.2,325
Private room,85,1,4,1.5,304
Entire home/apt,299,3,1,0.1,13
Shared room,65,5,12,1.2,276
Entire home/apt,275,1,0,,85
Entire home/apt,210,5,45,0.9,267
Entire home/apt,195,3,20,1.6,330
Entire home/apt,280,2,88,3.4,273
Private room,125,1,14,0.3,125
Private room,95,2,9,1.3,282
Private room,200,1,0,,255
Entire home/apt,190,1,4,0.9,0
Entire home/apt,350,3,8,0.3,224
Private room,150,1,0,,301
Entire home/apt,204,1,0,,123
Private room,140,1,2,0.5,116
Entire home/apt,110,1,0,,355
Entire home/apt,155,3,56,3.1,342
Private room,115,1,5,0.3,0
Private room,150,1,0,,99
Private room,90,1,8,4.2,41
Shared room,60,2,11,0.9,239
Entire home/apt,150,7,6,0.2,273
Private room,130,2,38,3.3,146
Shared room,20,1,0,,6
Private room,70,4,4,2.1,248
Entire home/apt,345,2,12,1.1,362
Shared room,49,1,1,0.8,257
Private room,100,1,0,,295
Entire home/apt,169,28,4,0.4,248
Private room,80,4,1,1,223
Entire home/apt,179,2,39,2.7,232
Entire home/apt,350,4,5,0.2,365
Shared room,40,4,5,0.3,268
Entire home/apt,204,7,0,,351
Shared room,49,1,0,,237
Entire home/apt,599,4,7,0.4,364
Private room,155,4,0,,348
Shared room,155,4,1,1,341
Private room,156,6,2,2,175
Entire home/apt,350,2,11,1.3,344
Entire home/apt,260,3,143,3.4,301
Entire home/apt,200,1,71,2.2,342
Entire home/apt,195,1,0,,217
Entire home/apt,240,3,13,0.7,318
Private room,128,2,31,2.4,266
Private room,125,3,8,4.1,321
Entire home/apt,190,2,7,3.3,192
Private room,500,1,0,,43
Entire home/apt,150,1,1,0.2,0
Private room,200,1,0,,167
Entire home/apt,200,1,97,1.8,347
Private room,130,2,3,1,240
Private room,156,1,0,,24
Entire home/apt,999,1,0,,365
Private room,220,3,0,,78
Entire home/apt,204,1,0,,43
Entire home/apt,215,30,2,0.5,256
Entire home/apt,299,1,58,2.6,256
Private room,135,14,4,0.2,245
Entire home/apt,185,30,23,0.7,28
Private room,185,2,21,2.4,331
Entire home/apt,200,3,1,0.3,133
Private room,120,1,0,,168
Private room,185,1,2,2,261
Entire home/apt,179,5,16,1,37
Entire home/apt,400,2,35,2.1,325
Entire home/apt,145,20,0,,297
